Num_units,Intercept,Influence_level,Model,Replication,Measurement,Loss,R2,Imp_F,Imp_Z1,Imp_Z2
0,0,0,MLR,1,W1,0.172061693,0.826445558,1.1215448371092136,0.3948867221909386,0.00022337818230369066
0,0,0,MLR,1,W2,0.305390123,0.680281056,0.9568322467606848,0.3832745674396884,0.0004406249751078173
0,0,0,MLR,1,X1,0.001661976,0.998323605,1.4272297629495263,0.4044169172365846,2.1196364782483102e-06
0,0,0,MLR,1,X2,0.001405181,0.998528888,1.5429712651864116,0.3448928499415077,0.0
0,0,0,SVR,1,W1,0.171752113,0.826757824,1.1245348840635772,0.3977970455396598,0.0007435520327309098
0,0,0,SVR,1,W2,0.30403017,0.681704818,0.9514481787765163,0.3859654045072535,0.0014205583443069325
0,0,0,SVR,1,X1,0.003989027,0.995976366,1.4144225768325813,0.39970912647934187,-0.00017993694964194563
0,0,0,SVR,1,X2,0.001411051,0.998522743,1.5435861337025867,0.34528740952224246,-1.1445326061343409e-07
0,0,0,RF-R,1,W1,0.19278502,0.805542442,1.0540532843402592,0.35794234848699613,0.0063930502112742316
0,0,0,RF-R,1,W2,0.325179616,0.659563046,0.859843194968526,0.33718197899467517,0.009041859419135878
0,0,0,RF-R,1,X1,0.021065436,0.978751807,1.328352624863561,0.35396505439905473,0.0009979519547459125
0,0,0,RF-R,1,X2,0.019786865,0.97928474,1.4380531965494985,0.3008467956244977,-0.0008443183486575023
0,0,0,XGBoost-R,1,W1,0.18210289,0.772131019,1.106098294106165,0.37445963238072827,0.009727207607659005
0,0,0,XGBoost-R,1,W2,0.318093388,0.581760484,0.917011333769454,0.39241051935617166,0.020557675747724137
0,0,0,XGBoost-R,1,X1,0.00321811,0.994086169,1.4280510068454835,0.3944933332067363,0.0006086260119717246
0,0,0,XGBoost-R,1,X2,0.003506124,0.993891663,1.5374336784763387,0.3273362784354059,0.00021404022945832325
0,0,0,MLP-R,1,W1,0.171358808,0.827154541,1.1026011749117557,0.3915548792928959,0.00030911944656357714
0,0,0,MLP-R,1,W2,0.30515129,0.680531096,0.9348217013834923,0.3638767620446314,0.0001898267492747352
0,0,0,MLP-R,1,X1,0.001657667,0.998327952,1.4273819695106347,0.40390346244887415,2.4128737683315473e-06
0,0,0,MLP-R,1,X2,0.001410238,0.998523594,1.542933957829939,0.34485379402834326,-4.1846939586642765e-06
0,0,0,MLR,2,W1,0.164802476,0.815084912,1.3222046428338765,0.3491847066457408,0.0007128050249973761
0,0,0,MLR,2,W2,0.290711257,0.679112879,1.0341944521375281,0.21993693852775714,-0.0002130440724792848
