Num_units,Intercept,Influence_level,Model,Replication,Measurement,Loss,Accuracy,F1_score,Imp_F,Imp_Z1,Imp_Z2
1,1,0,XGBoost-C,4,X2,0.145,0.806666667,0.847368421,0.24899999999999997,0.035999999999999956,-0.00933333333333337
1,1,0,MLP-C,4,W1,0.226666667,0.773333333,0.83535109,0.16966666666666666,0.07433333333333333,0.022666666666666647
1,1,0,MLP-C,4,W2,0.23,0.77,0.817941953,0.18733333333333335,0.06050000000000001,0.00916666666666669
1,1,0,MLP-C,4,X1,0.183333333,0.816666667,0.860759494,0.22333333333333333,0.06283333333333331,0.010999999999999965
1,1,0,MLP-C,4,X2,0.136666667,0.863333333,0.890080429,0.297,0.0678333333333333,0.0024999999999999467
1,1,0,LogReg,5,W1,0.203333333,0.796666667,0.850490196,0.2043333333333333,0.06283333333333332,-0.0013333333333333864
1,1,0,LogReg,5,W2,0.216666667,0.783333333,0.835858586,0.197,0.07049999999999998,0.005000000000000016
1,1,0,LogReg,5,X1,0.181666667,0.818333333,0.865598027,0.23516666666666666,0.05833333333333336,0.0015000000000000347
1,1,0,LogReg,5,X2,0.14,0.86,0.890909091,0.2883333333333334,0.07216666666666666,-0.001333333333333342
1,1,0,SVC,5,W1,0.195,0.805,0.856793146,0.21550000000000002,0.06900000000000003,0.00933333333333337
1,1,0,SVC,5,W2,0.213333333,0.776666667,0.8325,0.18533333333333327,0.062333333333333275,0.003499999999999959
1,1,0,SVC,5,X1,0.185,0.815,0.865127582,0.23033333333333328,0.054333333333333275,-0.006833333333333369
1,1,0,SVC,5,X2,0.141666667,0.845,0.88030888,0.27199999999999996,0.059333333333333314,-0.009500000000000031
1,1,0,RF-C,5,W1,0.181666667,0.818333333,0.86526576,0.23533333333333334,0.07383333333333336,0.013333333333333341
1,1,0,RF-C,5,W2,0.218333333,0.781666667,0.835633626,0.1903333333333333,0.07749999999999994,-0.0011666666666666937
1,1,0,RF-C,5,X1,0.186666667,0.813333333,0.861042184,0.23283333333333336,0.055500000000000015,-0.0009999999999999675
1,1,0,RF-C,5,X2,0.143333333,0.856666667,0.888020833,0.29383333333333334,0.07766666666666673,0.004000000000000015
1,1,0,XGBoost-C,5,W1,0.19,0.77,0.825316456,0.19366666666666665,0.07283333333333336,0.0040000000000000365
1,1,0,XGBoost-C,5,W2,0.215,0.725,0.789272031,0.15349999999999997,0.048499999999999974,-0.016666666666666698
1,1,0,XGBoost-C,5,X1,0.185,0.783333333,0.839901478,0.19699999999999998,0.05233333333333333,0.01333333333333333
1,1,0,XGBoost-C,5,X2,0.15,0.828333333,0.866407263,0.2658333333333334,0.0651666666666667,0.010666666666666703
1,1,0,MLP-C,5,W1,0.206666667,0.793333333,0.847665848,0.203,0.06849999999999999,-0.0020000000000000018
1,1,0,MLP-C,5,W2,0.216666667,0.783333333,0.832474227,0.1995,0.07233333333333332,0.0010000000000000009
